Time frequency,Country of citizenship,Age definition,Age class,Unit of measure,Sex,Geopolitical entity (reporting),Time,value
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Croatia,2006,275.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Croatia,2008,882.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Croatia,2009,1122.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Croatia,2010,1243.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Croatia,2011,989.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Croatia,2012,1255.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Italy,2008,29872.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Italy,2009,24292.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Italy,2010,20618.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Italy,2011,18611.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Italy,2012,17618.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Latvia,2011,470.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Latvia,2012,442.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Lithuania,2003,560.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Lithuania,2004,555.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Lithuania,2005,411.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Lithuania,2006,372.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Lithuania,2007,279.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Lithuania,2008,364.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Lithuania,2009,241.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Lithuania,2010,122.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Lithuania,2011,438.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Luxembourg,2002,8432.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Luxembourg,2006,11283.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Luxembourg,2007,12335.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Luxembourg,2008,13466.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Luxembourg,2009,11585.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Luxembourg,2010,12175.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Luxembourg,2011,14363.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Luxembourg,2012,15025.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Hungary,2008,7586.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Hungary,2009,7068.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Hungary,2010,6596.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Hungary,2011,6570.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Hungary,2012,6035.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Netherlands,2002,23907.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Netherlands,2003,21776.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Netherlands,2004,25300.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Netherlands,2005,26591.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Netherlands,2006,30766.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Netherlands,2007,35975.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Netherlands,2008,47771.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Netherlands,2009,37572.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Netherlands,2010,41453.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Netherlands,2011,45393.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Netherlands,2012,46488.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Austria,2002,24902.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Austria,2003,27940.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Austria,2004,35707.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Austria,2005,37375.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Austria,2006,37457.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Austria,2007,30364.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Austria,2008,31933.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Austria,2009,29090.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Austria,2010,30011.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Austria,2011,36790.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Austria,2012,41639.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Poland,2006,383.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Poland,2007,177.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Poland,2009,11070.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Poland,2010,10996.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Poland,2011,11950.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Poland,2012,22344.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Romania,2008,5201.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Romania,2009,4617.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Romania,2010,6088.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Romania,2011,3291.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Romania,2012,3315.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Slovenia,2002,513.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Slovenia,2003,558.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Slovenia,2004,235.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Slovenia,2005,1677.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Slovenia,2006,1339.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Slovenia,2007,1657.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Slovenia,2008,1445.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Slovenia,2009,1273.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Slovenia,2010,1337.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Slovenia,2011,1178.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Slovenia,2012,1357.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Slovakia,2008,4282.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Slovakia,2009,3854.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Slovakia,2010,2990.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Slovakia,2011,2499.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Slovakia,2012,1966.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Finland,2004,4046.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Finland,2005,4490.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Finland,2006,5219.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Finland,2007,6458.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Finland,2008,6983.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Finland,2009,6181.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Finland,2010,6766.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Finland,2011,7976.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Finland,2012,9710.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Sweden,2002,14343.0
Annual,EU25 countries (2004-2006) except reporting country,Age reached during the year,Total,Number,Total,Sweden,2003,14018.0
