Time frequency,Stock or flow,External trade indicator,Geopolitical entity (partner),"Standard International Trade Classification (SITC Rev. 4, 2006)",Geopolitical entity (reporting),Time,value
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2024-06,0.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2024-07,1.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2024-08,1.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2024-09,0.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2024-10,1.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2024-11,0.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2024-12,1.7
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2025-01,9.4
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2025-02,3.9
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2025-03,2.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2025-04,1.7
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2025-05,1.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2025-06,0.9
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2025-07,1.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2025-08,0.4
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2025-09,0.9
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2025-10,0.7
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2025-11,3.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2025-12,0.4
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2026-01,0.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2026-02,0.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2026-03,0.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2026-04,0.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2026-05,3.2
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Mineral fuels, lubricants and related materials",European Union - 27 countries (from 2020),2026-06,0.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2023-01,0.9
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2023-02,0.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2023-03,0.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2023-04,0.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2023-05,0.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2023-06,0.2
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2023-07,0.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2023-08,0.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2023-09,0.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2023-10,0.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2023-11,19.9
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2023-12,20.2
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2024-01,0.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2024-02,0.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2024-03,0.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2024-04,0.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2024-05,0.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2024-06,0.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2024-07,0.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2024-08,0.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2024-09,0.2
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2024-10,0.4
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2024-11,0.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2024-12,0.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2025-01,0.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2025-02,0.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2025-03,0.2
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2025-04,0.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2025-05,0.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2025-06,0.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2025-07,0.4
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2025-08,0.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2025-09,0.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2025-10,0.2
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2025-11,3.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2025-12,0.4
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2026-01,0.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2026-02,0.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2026-03,0.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2026-04,0.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2026-05,3.2
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Petroleum, petroleum products and related materials",European Union - 27 countries (from 2020),2026-06,0.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2023-01,12.9
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2023-02,11.7
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2023-03,8.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2023-04,8.9
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2023-05,4.4
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2023-06,6.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2023-07,16.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2023-08,15.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2023-09,8.7
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2023-10,7.9
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2023-11,5.2
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2023-12,8.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2024-01,8.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2024-02,12.7
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2024-03,7.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2024-04,9.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2024-05,13.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2024-06,6.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2024-07,8.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2024-08,13.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2024-09,6.9
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2024-10,9.9
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2024-11,6.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2024-12,8.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2025-01,7.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2025-02,3.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2025-03,7.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2025-04,7.7
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2025-05,5.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2025-06,8.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2025-07,7.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2025-08,4.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2025-09,7.9
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2025-10,7.9
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2025-11,14.4
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2025-12,7.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2026-01,10.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2026-02,8.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2026-03,23.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2026-04,26.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2026-05,22.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Animal and vegetable oils, fats and waxes",European Union - 27 countries (from 2020),2026-06,24.4
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2023-01,1290.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2023-02,1408.9
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2023-03,1586.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2023-04,1401.7
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2023-05,1571.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2023-06,1723.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2023-07,1325.2
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2023-08,1252.4
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2023-09,1530.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2023-10,1562.2
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2023-11,1712.9
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2023-12,1518.7
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2024-01,1312.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2024-02,1678.2
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2024-03,1644.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2024-04,1563.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2024-05,1751.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2024-06,1695.2
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2024-07,1582.4
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2024-08,1312.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2024-09,1654.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2024-10,1911.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2024-11,1737.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2024-12,1709.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2025-01,1266.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2025-02,1544.2
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2025-03,1814.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2025-04,1578.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2025-05,1826.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2025-06,1890.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2025-07,1596.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2025-08,1216.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2025-09,1614.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2025-10,1699.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2025-11,1611.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2025-12,1723.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2026-01,1267.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2026-02,1516.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2026-03,1898.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2026-04,1868.4
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2026-05,1886.4
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Manufactured goods,European Union - 27 countries (from 2020),2026-06,1964.0
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2023-01,95.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2023-02,91.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2023-03,128.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2023-04,65.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2023-05,72.7
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2023-06,61.7
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2023-07,103.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2023-08,150.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2023-09,124.7
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2023-10,82.7
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2023-11,127.2
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2023-12,133.4
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2024-01,88.7
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2024-02,122.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2024-03,94.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2024-04,129.7
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2024-05,133.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2024-06,80.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2024-07,174.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2024-08,198.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2024-09,139.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2024-10,117.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2024-11,121.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2024-12,104.9
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2025-01,112.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2025-02,106.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2025-03,147.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2025-04,130.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2025-05,115.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2025-06,153.9
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2025-07,165.2
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2025-08,122.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2025-09,150.7
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2025-10,118.4
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2025-11,96.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2025-12,168.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2026-01,80.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2026-02,64.9
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2026-03,134.2
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2026-04,149.4
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2026-05,152.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,"Chemicals and related products, n.e.s.",European Union - 27 countries (from 2020),2026-06,94.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2023-01,364.4
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2023-02,348.8
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2023-03,416.5
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2023-04,367.9
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2023-05,418.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2023-06,443.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2023-07,344.1
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2023-08,323.2
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2023-09,357.6
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2023-10,366.9
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2023-11,402.3
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2023-12,329.7
Monthly,Imports,Trade value in million ECU/EURO,Morocco,Other manufactured goods,European Union - 27 countries (from 2020),2024-01,376.1
