Time frequency,Stock or flow,External trade indicator,Geopolitical entity (partner),"Standard International Trade Classification (SITC Rev. 4, 2006)",Geopolitical entity (reporting),Time,value
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Machinery and transport equipment,European Union - 27 countries (from 2020),2024-10,362.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Machinery and transport equipment,European Union - 27 countries (from 2020),2024-11,546.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Machinery and transport equipment,European Union - 27 countries (from 2020),2024-12,469.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Machinery and transport equipment,European Union - 27 countries (from 2020),2025-01,530.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Machinery and transport equipment,European Union - 27 countries (from 2020),2025-02,655.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Machinery and transport equipment,European Union - 27 countries (from 2020),2025-03,316.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Machinery and transport equipment,European Union - 27 countries (from 2020),2025-04,398.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Machinery and transport equipment,European Union - 27 countries (from 2020),2025-05,410.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Machinery and transport equipment,European Union - 27 countries (from 2020),2025-06,287.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Machinery and transport equipment,European Union - 27 countries (from 2020),2025-07,579.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Machinery and transport equipment,European Union - 27 countries (from 2020),2025-08,282.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Machinery and transport equipment,European Union - 27 countries (from 2020),2025-09,217.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Machinery and transport equipment,European Union - 27 countries (from 2020),2025-10,243.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Machinery and transport equipment,European Union - 27 countries (from 2020),2025-11,423.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Machinery and transport equipment,European Union - 27 countries (from 2020),2025-12,276.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Machinery and transport equipment,European Union - 27 countries (from 2020),2026-01,306.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Machinery and transport equipment,European Union - 27 countries (from 2020),2026-02,694.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Machinery and transport equipment,European Union - 27 countries (from 2020),2026-03,534.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Machinery and transport equipment,European Union - 27 countries (from 2020),2026-04,333.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Machinery and transport equipment,European Union - 27 countries (from 2020),2026-05,621.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Machinery and transport equipment,European Union - 27 countries (from 2020),2026-06,557.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2023-01,157.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2023-02,172.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2023-03,194.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2023-04,139.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2023-05,173.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2023-06,177.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2023-07,175.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2023-08,164.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2023-09,164.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2023-10,174.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2023-11,180.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2023-12,141.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2024-01,149.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2024-02,165.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2024-03,180.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2024-04,164.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2024-05,172.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2024-06,152.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2024-07,166.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2024-08,150.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2024-09,172.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2024-10,167.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2024-11,172.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2024-12,142.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2025-01,150.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2025-02,166.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2025-03,156.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2025-04,130.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2025-05,106.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2025-06,149.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2025-07,182.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2025-08,149.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2025-09,178.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2025-10,151.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2025-11,169.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2025-12,137.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2026-01,121.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2026-02,136.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2026-03,167.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2026-04,155.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2026-05,140.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Miscellaneous manufactured articles,European Union - 27 countries (from 2020),2026-06,161.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2023-01,-105.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2023-02,-50.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2023-03,-113.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2023-04,-83.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2023-05,-74.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2023-06,-103.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2023-07,-91.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2023-08,-103.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2023-09,-75.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2023-10,-64.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2023-11,-42.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2023-12,-124.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2024-01,-76.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2024-02,-57.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2024-03,-126.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2024-04,-99.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2024-05,-90.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2024-06,-86.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2024-07,-115.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2024-08,-168.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2024-09,-164.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2024-10,-96.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2024-11,-85.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2024-12,-97.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2025-01,-113.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2025-02,-81.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2025-03,-144.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2025-04,-83.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2025-05,-34.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2025-06,-60.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2025-07,-43.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2025-08,-132.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2025-09,-104.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2025-10,-160.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2025-11,-59.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2025-12,-136.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2026-01,-98.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2026-02,-109.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2026-03,-118.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2026-04,-103.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2026-05,-97.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,South Africa,Commodities and transactions not classified elsewhere in the SITC,European Union - 27 countries (from 2020),2026-06,-76.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2023-01,-1129.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2023-02,-414.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2023-03,-1083.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2023-04,-888.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2023-05,-766.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2023-06,-1036.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2023-07,-760.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2023-08,-540.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2023-09,-1058.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2023-10,-936.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2023-11,-1255.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2023-12,-780.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2024-01,-1257.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2024-02,-1450.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2024-03,-1083.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2024-04,-93.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2024-05,-836.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2024-06,-1230.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2024-07,-1037.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2024-08,-1019.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2024-09,-516.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2024-10,-424.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2024-11,-350.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2024-12,-981.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2025-01,-1215.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2025-02,-912.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2025-03,-1077.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2025-04,-483.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2025-05,-857.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2025-06,-943.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2025-07,-942.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2025-08,-1029.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2025-09,-791.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2025-10,-169.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2025-11,-831.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2025-12,-579.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2026-01,-836.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2026-02,-915.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2026-03,-1046.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2026-04,-1367.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2026-05,-532.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,Total - all products,European Union - 27 countries (from 2020),2026-06,-1000.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2023-01,113.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2023-02,154.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2023-03,67.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2023-04,48.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2023-05,137.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2023-06,118.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2023-07,51.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2023-08,91.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2023-09,128.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2023-10,92.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2023-11,16.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2023-12,79.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2024-01,32.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2024-02,6.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2024-03,75.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2024-04,-21.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2024-05,-27.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2024-06,-11.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2024-07,-13.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2024-08,1.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2024-09,41.0
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2024-10,21.3
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2024-11,19.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2024-12,-28.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2025-01,-74.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2025-02,-57.2
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2025-03,-118.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2025-04,-96.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2025-05,-83.9
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2025-06,-59.5
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2025-07,-23.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2025-08,-63.4
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2025-09,-68.7
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2025-10,-47.1
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2025-11,-46.6
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2025-12,0.8
Monthly,Balance for values/ratio for indices,Trade value in million ECU/EURO,Nigeria,"Food, drinks and tobacco",European Union - 27 countries (from 2020),2026-01,-56.0
