Time frequency,Standard international energy product classification (SIEC),Geopolitical entity (partner),Unit of measure,Geopolitical entity (reporting),Time,value
Annual,Natural gas,Belgium,Million cubic metres,Denmark,2002,0.0
Annual,Natural gas,Belgium,Million cubic metres,Denmark,2003,0.0
Annual,Natural gas,Belgium,Million cubic metres,Denmark,2004,0.0
Annual,Natural gas,Belgium,Million cubic metres,Denmark,2005,0.0
Annual,Natural gas,Belgium,Million cubic metres,Denmark,2006,0.0
Annual,Natural gas,Belgium,Million cubic metres,Denmark,2007,0.0
Annual,Natural gas,Belgium,Million cubic metres,Denmark,2008,0.0
Annual,Natural gas,Belgium,Million cubic metres,Denmark,2009,0.0
Annual,Natural gas,Belgium,Million cubic metres,Denmark,2010,0.0
Annual,Natural gas,Belgium,Million cubic metres,Denmark,2011,0.0
Annual,Natural gas,Belgium,Million cubic metres,Denmark,2012,0.0
Annual,Natural gas,Belgium,Million cubic metres,Denmark,2013,0.0
Annual,Natural gas,Belgium,Million cubic metres,Denmark,2014,0.0
Annual,Natural gas,Belgium,Million cubic metres,Denmark,2015,0.0
Annual,Natural gas,Belgium,Million cubic metres,Denmark,2016,0.0
Annual,Natural gas,Belgium,Million cubic metres,Denmark,2017,0.0
Annual,Natural gas,Belgium,Million cubic metres,Denmark,2018,0.0
Annual,Natural gas,Belgium,Million cubic metres,Denmark,2019,0.0
Annual,Natural gas,Belgium,Million cubic metres,Denmark,2020,0.0
Annual,Natural gas,Belgium,Million cubic metres,Denmark,2021,0.0
Annual,Natural gas,Belgium,Million cubic metres,Denmark,2022,0.0
Annual,Natural gas,Belgium,Million cubic metres,Denmark,2023,0.0
Annual,Natural gas,Belgium,Million cubic metres,Denmark,2024,0.0
Annual,Natural gas,Belgium,Million cubic metres,Germany,2000,0.0
Annual,Natural gas,Belgium,Million cubic metres,Germany,2001,0.0
Annual,Natural gas,Belgium,Million cubic metres,Germany,2002,0.0
Annual,Natural gas,Belgium,Million cubic metres,Germany,2003,0.0
Annual,Natural gas,Belgium,Million cubic metres,Germany,2004,0.0
Annual,Natural gas,Belgium,Million cubic metres,Germany,2005,0.0
Annual,Natural gas,Belgium,Million cubic metres,Germany,2006,0.0
Annual,Natural gas,Belgium,Million cubic metres,Germany,2007,0.0
Annual,Natural gas,Belgium,Million cubic metres,Germany,2008,0.0
Annual,Natural gas,Belgium,Million cubic metres,Germany,2009,0.0
Annual,Natural gas,Belgium,Million cubic metres,Germany,2010,0.0
Annual,Natural gas,Belgium,Million cubic metres,Germany,2011,0.0
Annual,Natural gas,Belgium,Million cubic metres,Germany,2012,0.0
Annual,Natural gas,Belgium,Million cubic metres,Germany,2013,0.0
Annual,Natural gas,Belgium,Million cubic metres,Germany,2014,0.0
Annual,Natural gas,Belgium,Million cubic metres,Germany,2015,0.0
Annual,Natural gas,Belgium,Million cubic metres,Germany,2016,0.0
Annual,Natural gas,Belgium,Million cubic metres,Germany,2017,0.0
Annual,Natural gas,Belgium,Million cubic metres,Germany,2018,0.0
Annual,Natural gas,Belgium,Million cubic metres,Germany,2019,0.0
Annual,Natural gas,Belgium,Million cubic metres,Germany,2020,0.0
Annual,Natural gas,Belgium,Million cubic metres,Germany,2021,0.0
Annual,Natural gas,Belgium,Million cubic metres,Germany,2022,0.0
Annual,Natural gas,Belgium,Million cubic metres,Germany,2023,14922.196
Annual,Natural gas,Belgium,Million cubic metres,Germany,2024,12385.123
Annual,Natural gas,Belgium,Million cubic metres,Estonia,2000,0.0
Annual,Natural gas,Belgium,Million cubic metres,Estonia,2001,0.0
Annual,Natural gas,Belgium,Million cubic metres,Estonia,2002,0.0
Annual,Natural gas,Belgium,Million cubic metres,Estonia,2003,0.0
Annual,Natural gas,Belgium,Million cubic metres,Estonia,2004,0.0
Annual,Natural gas,Belgium,Million cubic metres,Estonia,2005,0.0
Annual,Natural gas,Belgium,Million cubic metres,Estonia,2006,0.0
Annual,Natural gas,Belgium,Million cubic metres,Estonia,2007,0.0
Annual,Natural gas,Belgium,Million cubic metres,Estonia,2008,0.0
Annual,Natural gas,Belgium,Million cubic metres,Estonia,2009,0.0
Annual,Natural gas,Belgium,Million cubic metres,Estonia,2010,0.0
Annual,Natural gas,Belgium,Million cubic metres,Estonia,2011,0.0
Annual,Natural gas,Belgium,Million cubic metres,Estonia,2012,0.0
Annual,Natural gas,Belgium,Million cubic metres,Estonia,2013,0.0
Annual,Natural gas,Belgium,Million cubic metres,Estonia,2014,0.0
Annual,Natural gas,Belgium,Million cubic metres,Estonia,2015,0.0
Annual,Natural gas,Belgium,Million cubic metres,Estonia,2016,0.0
Annual,Natural gas,Belgium,Million cubic metres,Estonia,2017,0.0
Annual,Natural gas,Belgium,Million cubic metres,Estonia,2018,0.0
Annual,Natural gas,Belgium,Million cubic metres,Estonia,2019,0.0
Annual,Natural gas,Belgium,Million cubic metres,Estonia,2020,0.0
Annual,Natural gas,Belgium,Million cubic metres,Estonia,2021,0.0
Annual,Natural gas,Belgium,Million cubic metres,Estonia,2022,0.0
Annual,Natural gas,Belgium,Million cubic metres,Estonia,2023,0.0
Annual,Natural gas,Belgium,Million cubic metres,Estonia,2024,0.0
Annual,Natural gas,Belgium,Million cubic metres,Ireland,2000,0.0
Annual,Natural gas,Belgium,Million cubic metres,Ireland,2001,0.0
Annual,Natural gas,Belgium,Million cubic metres,Ireland,2002,0.0
Annual,Natural gas,Belgium,Million cubic metres,Ireland,2003,0.0
Annual,Natural gas,Belgium,Million cubic metres,Ireland,2004,0.0
Annual,Natural gas,Belgium,Million cubic metres,Ireland,2005,0.0
Annual,Natural gas,Belgium,Million cubic metres,Ireland,2006,0.0
Annual,Natural gas,Belgium,Million cubic metres,Ireland,2007,0.0
Annual,Natural gas,Belgium,Million cubic metres,Ireland,2008,0.0
Annual,Natural gas,Belgium,Million cubic metres,Ireland,2009,0.0
Annual,Natural gas,Belgium,Million cubic metres,Ireland,2010,0.0
Annual,Natural gas,Belgium,Million cubic metres,Ireland,2011,0.0
Annual,Natural gas,Belgium,Million cubic metres,Ireland,2012,0.0
Annual,Natural gas,Belgium,Million cubic metres,Ireland,2013,0.0
Annual,Natural gas,Belgium,Million cubic metres,Ireland,2014,0.0
Annual,Natural gas,Belgium,Million cubic metres,Ireland,2015,0.0
Annual,Natural gas,Belgium,Million cubic metres,Ireland,2016,0.0
Annual,Natural gas,Belgium,Million cubic metres,Ireland,2017,0.0
Annual,Natural gas,Belgium,Million cubic metres,Ireland,2018,0.0
Annual,Natural gas,Belgium,Million cubic metres,Ireland,2019,0.0
Annual,Natural gas,Belgium,Million cubic metres,Ireland,2020,0.0
Annual,Natural gas,Belgium,Million cubic metres,Ireland,2021,0.0
Annual,Natural gas,Belgium,Million cubic metres,Ireland,2022,0.0
Annual,Natural gas,Belgium,Million cubic metres,Ireland,2023,0.0
Annual,Natural gas,Belgium,Million cubic metres,Ireland,2024,0.0
Annual,Natural gas,Belgium,Million cubic metres,Spain,2000,0.0
Annual,Natural gas,Belgium,Million cubic metres,Spain,2001,0.0
Annual,Natural gas,Belgium,Million cubic metres,Spain,2002,0.0
Annual,Natural gas,Belgium,Million cubic metres,Spain,2003,0.0
Annual,Natural gas,Belgium,Million cubic metres,Spain,2004,0.0
Annual,Natural gas,Belgium,Million cubic metres,Spain,2005,0.0
Annual,Natural gas,Belgium,Million cubic metres,Spain,2006,0.0
Annual,Natural gas,Belgium,Million cubic metres,Spain,2007,0.0
Annual,Natural gas,Belgium,Million cubic metres,Spain,2008,176.0
Annual,Natural gas,Belgium,Million cubic metres,Spain,2009,78.0
Annual,Natural gas,Belgium,Million cubic metres,Spain,2010,78.0
Annual,Natural gas,Belgium,Million cubic metres,Spain,2011,181.0
Annual,Natural gas,Belgium,Million cubic metres,Spain,2012,626.0
Annual,Natural gas,Belgium,Million cubic metres,Spain,2013,193.0
Annual,Natural gas,Belgium,Million cubic metres,Spain,2014,115.0
Annual,Natural gas,Belgium,Million cubic metres,Spain,2015,0.0
Annual,Natural gas,Belgium,Million cubic metres,Spain,2016,0.0
Annual,Natural gas,Belgium,Million cubic metres,Spain,2017,0.0
Annual,Natural gas,Belgium,Million cubic metres,Spain,2018,80.0
Annual,Natural gas,Belgium,Million cubic metres,Spain,2019,93.0
Annual,Natural gas,Belgium,Million cubic metres,Spain,2020,50.0
Annual,Natural gas,Belgium,Million cubic metres,Spain,2021,0.157
Annual,Natural gas,Belgium,Million cubic metres,Spain,2022,2.656
Annual,Natural gas,Belgium,Million cubic metres,Spain,2023,0.0
Annual,Natural gas,Belgium,Million cubic metres,Spain,2024,286.511
Annual,Natural gas,Belgium,Million cubic metres,France,2000,0.0
Annual,Natural gas,Belgium,Million cubic metres,France,2001,0.0
Annual,Natural gas,Belgium,Million cubic metres,France,2002,0.0
Annual,Natural gas,Belgium,Million cubic metres,France,2003,0.0
Annual,Natural gas,Belgium,Million cubic metres,France,2004,0.0
Annual,Natural gas,Belgium,Million cubic metres,France,2005,0.0
Annual,Natural gas,Belgium,Million cubic metres,France,2006,0.0
Annual,Natural gas,Belgium,Million cubic metres,France,2007,0.0
Annual,Natural gas,Belgium,Million cubic metres,France,2008,0.0
Annual,Natural gas,Belgium,Million cubic metres,France,2009,0.0
Annual,Natural gas,Belgium,Million cubic metres,France,2010,0.0
Annual,Natural gas,Belgium,Million cubic metres,France,2011,571.087
Annual,Natural gas,Belgium,Million cubic metres,France,2012,1340.115
Annual,Natural gas,Belgium,Million cubic metres,France,2013,1892.437
Annual,Natural gas,Belgium,Million cubic metres,France,2014,3129.349
Annual,Natural gas,Belgium,Million cubic metres,France,2015,2647.507
Annual,Natural gas,Belgium,Million cubic metres,France,2016,1992.493
Annual,Natural gas,Belgium,Million cubic metres,France,2017,1810.556
Annual,Natural gas,Belgium,Million cubic metres,France,2018,1018.605
Annual,Natural gas,Belgium,Million cubic metres,France,2019,1333.954
Annual,Natural gas,Belgium,Million cubic metres,France,2020,781.441
Annual,Natural gas,Belgium,Million cubic metres,France,2021,506.856
Annual,Natural gas,Belgium,Million cubic metres,France,2022,68.168
Annual,Natural gas,Belgium,Million cubic metres,France,2023,223.718
Annual,Natural gas,Belgium,Million cubic metres,France,2024,206.831
Annual,Natural gas,Belgium,Million cubic metres,Croatia,2000,0.0
Annual,Natural gas,Belgium,Million cubic metres,Croatia,2001,0.0
Annual,Natural gas,Belgium,Million cubic metres,Croatia,2002,0.0
Annual,Natural gas,Belgium,Million cubic metres,Croatia,2003,0.0
Annual,Natural gas,Belgium,Million cubic metres,Croatia,2004,0.0
Annual,Natural gas,Belgium,Million cubic metres,Croatia,2005,0.0
Annual,Natural gas,Belgium,Million cubic metres,Croatia,2006,0.0
Annual,Natural gas,Belgium,Million cubic metres,Croatia,2007,0.0
Annual,Natural gas,Belgium,Million cubic metres,Croatia,2008,0.0
Annual,Natural gas,Belgium,Million cubic metres,Croatia,2009,0.0
Annual,Natural gas,Belgium,Million cubic metres,Croatia,2010,0.0
Annual,Natural gas,Belgium,Million cubic metres,Croatia,2011,0.0
Annual,Natural gas,Belgium,Million cubic metres,Croatia,2012,0.0
Annual,Natural gas,Belgium,Million cubic metres,Croatia,2013,0.0
Annual,Natural gas,Belgium,Million cubic metres,Croatia,2014,0.0
Annual,Natural gas,Belgium,Million cubic metres,Croatia,2015,0.0
Annual,Natural gas,Belgium,Million cubic metres,Croatia,2016,0.0
Annual,Natural gas,Belgium,Million cubic metres,Croatia,2017,0.0
Annual,Natural gas,Belgium,Million cubic metres,Croatia,2018,0.0
Annual,Natural gas,Belgium,Million cubic metres,Croatia,2019,0.0
Annual,Natural gas,Belgium,Million cubic metres,Croatia,2020,0.0
Annual,Natural gas,Belgium,Million cubic metres,Croatia,2021,82.071
Annual,Natural gas,Belgium,Million cubic metres,Croatia,2022,1.597
Annual,Natural gas,Belgium,Million cubic metres,Croatia,2023,0.113
Annual,Natural gas,Belgium,Million cubic metres,Croatia,2024,0.0
Annual,Natural gas,Belgium,Million cubic metres,Italy,2000,0.0
Annual,Natural gas,Belgium,Million cubic metres,Italy,2001,0.0
Annual,Natural gas,Belgium,Million cubic metres,Italy,2002,0.0
Annual,Natural gas,Belgium,Million cubic metres,Italy,2003,0.0
Annual,Natural gas,Belgium,Million cubic metres,Italy,2004,0.0
Annual,Natural gas,Belgium,Million cubic metres,Italy,2005,0.0
Annual,Natural gas,Belgium,Million cubic metres,Italy,2006,0.0
Annual,Natural gas,Belgium,Million cubic metres,Italy,2007,0.0
Annual,Natural gas,Belgium,Million cubic metres,Italy,2008,0.0
Annual,Natural gas,Belgium,Million cubic metres,Italy,2009,0.0
Annual,Natural gas,Belgium,Million cubic metres,Italy,2010,0.0
Annual,Natural gas,Belgium,Million cubic metres,Italy,2011,0.0
Annual,Natural gas,Belgium,Million cubic metres,Italy,2012,154.0
Annual,Natural gas,Belgium,Million cubic metres,Italy,2013,0.0
Annual,Natural gas,Belgium,Million cubic metres,Italy,2014,0.0
Annual,Natural gas,Belgium,Million cubic metres,Italy,2015,0.0
Annual,Natural gas,Belgium,Million cubic metres,Italy,2016,0.0
Annual,Natural gas,Belgium,Million cubic metres,Italy,2017,0.0
Annual,Natural gas,Belgium,Million cubic metres,Italy,2018,0.0
Annual,Natural gas,Belgium,Million cubic metres,Italy,2019,0.0
Annual,Natural gas,Belgium,Million cubic metres,Italy,2020,81.286
Annual,Natural gas,Belgium,Million cubic metres,Italy,2021,0.0
Annual,Natural gas,Belgium,Million cubic metres,Italy,2022,0.0
Annual,Natural gas,Belgium,Million cubic metres,Italy,2023,97.0
Annual,Natural gas,Belgium,Million cubic metres,Italy,2024,0.0
Annual,Natural gas,Belgium,Million cubic metres,Cyprus,2000,0.0
Annual,Natural gas,Belgium,Million cubic metres,Cyprus,2001,0.0
Annual,Natural gas,Belgium,Million cubic metres,Cyprus,2002,0.0
Annual,Natural gas,Belgium,Million cubic metres,Cyprus,2003,0.0
Annual,Natural gas,Belgium,Million cubic metres,Cyprus,2004,0.0
Annual,Natural gas,Belgium,Million cubic metres,Cyprus,2005,0.0
Annual,Natural gas,Belgium,Million cubic metres,Cyprus,2006,0.0
Annual,Natural gas,Belgium,Million cubic metres,Cyprus,2007,0.0
Annual,Natural gas,Belgium,Million cubic metres,Cyprus,2008,0.0
Annual,Natural gas,Belgium,Million cubic metres,Cyprus,2009,0.0
Annual,Natural gas,Belgium,Million cubic metres,Cyprus,2010,0.0
Annual,Natural gas,Belgium,Million cubic metres,Cyprus,2011,0.0
Annual,Natural gas,Belgium,Million cubic metres,Cyprus,2012,0.0
Annual,Natural gas,Belgium,Million cubic metres,Cyprus,2013,0.0
Annual,Natural gas,Belgium,Million cubic metres,Cyprus,2014,0.0
Annual,Natural gas,Belgium,Million cubic metres,Cyprus,2015,0.0
Annual,Natural gas,Belgium,Million cubic metres,Cyprus,2016,0.0
Annual,Natural gas,Belgium,Million cubic metres,Cyprus,2017,0.0
Annual,Natural gas,Belgium,Million cubic metres,Cyprus,2018,0.0
Annual,Natural gas,Belgium,Million cubic metres,Cyprus,2019,0.0
Annual,Natural gas,Belgium,Million cubic metres,Cyprus,2020,0.0
Annual,Natural gas,Belgium,Million cubic metres,Cyprus,2021,0.0
Annual,Natural gas,Belgium,Million cubic metres,Cyprus,2022,0.0
Annual,Natural gas,Belgium,Million cubic metres,Cyprus,2023,0.0
Annual,Natural gas,Belgium,Million cubic metres,Cyprus,2024,0.0
Annual,Natural gas,Belgium,Million cubic metres,Latvia,2000,0.0
Annual,Natural gas,Belgium,Million cubic metres,Latvia,2001,0.0
Annual,Natural gas,Belgium,Million cubic metres,Latvia,2002,0.0
Annual,Natural gas,Belgium,Million cubic metres,Latvia,2003,0.0
Annual,Natural gas,Belgium,Million cubic metres,Latvia,2004,0.0
Annual,Natural gas,Belgium,Million cubic metres,Latvia,2005,0.0
Annual,Natural gas,Belgium,Million cubic metres,Latvia,2006,0.0
Annual,Natural gas,Belgium,Million cubic metres,Latvia,2007,0.0
Annual,Natural gas,Belgium,Million cubic metres,Latvia,2008,0.0
Annual,Natural gas,Belgium,Million cubic metres,Latvia,2009,0.0
Annual,Natural gas,Belgium,Million cubic metres,Latvia,2010,0.0
Annual,Natural gas,Belgium,Million cubic metres,Latvia,2011,0.0
Annual,Natural gas,Belgium,Million cubic metres,Latvia,2012,0.0
Annual,Natural gas,Belgium,Million cubic metres,Latvia,2013,0.0
Annual,Natural gas,Belgium,Million cubic metres,Latvia,2014,0.0
Annual,Natural gas,Belgium,Million cubic metres,Latvia,2015,0.0
Annual,Natural gas,Belgium,Million cubic metres,Latvia,2016,0.0
Annual,Natural gas,Belgium,Million cubic metres,Latvia,2017,0.0
Annual,Natural gas,Belgium,Million cubic metres,Latvia,2018,0.0
Annual,Natural gas,Belgium,Million cubic metres,Latvia,2019,0.0
Annual,Natural gas,Belgium,Million cubic metres,Latvia,2020,0.0
Annual,Natural gas,Belgium,Million cubic metres,Latvia,2021,0.0
Annual,Natural gas,Belgium,Million cubic metres,Latvia,2022,0.0
Annual,Natural gas,Belgium,Million cubic metres,Latvia,2023,0.0
Annual,Natural gas,Belgium,Million cubic metres,Latvia,2024,0.0
Annual,Natural gas,Belgium,Million cubic metres,Lithuania,2000,0.0
Annual,Natural gas,Belgium,Million cubic metres,Lithuania,2001,0.0
Annual,Natural gas,Belgium,Million cubic metres,Lithuania,2002,0.0
Annual,Natural gas,Belgium,Million cubic metres,Lithuania,2003,0.0
Annual,Natural gas,Belgium,Million cubic metres,Lithuania,2004,0.0
Annual,Natural gas,Belgium,Million cubic metres,Lithuania,2005,0.0
Annual,Natural gas,Belgium,Million cubic metres,Lithuania,2006,0.0
Annual,Natural gas,Belgium,Million cubic metres,Lithuania,2007,0.0
Annual,Natural gas,Belgium,Million cubic metres,Lithuania,2008,0.0
Annual,Natural gas,Belgium,Million cubic metres,Lithuania,2009,0.0
Annual,Natural gas,Belgium,Million cubic metres,Lithuania,2010,0.0
Annual,Natural gas,Belgium,Million cubic metres,Lithuania,2011,0.0
Annual,Natural gas,Belgium,Million cubic metres,Lithuania,2012,0.0
Annual,Natural gas,Belgium,Million cubic metres,Lithuania,2013,0.0
Annual,Natural gas,Belgium,Million cubic metres,Lithuania,2014,0.0
Annual,Natural gas,Belgium,Million cubic metres,Lithuania,2015,0.0
Annual,Natural gas,Belgium,Million cubic metres,Lithuania,2016,0.0
Annual,Natural gas,Belgium,Million cubic metres,Lithuania,2017,0.0
Annual,Natural gas,Belgium,Million cubic metres,Lithuania,2018,0.0
Annual,Natural gas,Belgium,Million cubic metres,Lithuania,2019,0.0
Annual,Natural gas,Belgium,Million cubic metres,Lithuania,2020,0.0
Annual,Natural gas,Belgium,Million cubic metres,Lithuania,2021,0.0
Annual,Natural gas,Belgium,Million cubic metres,Lithuania,2022,0.0
Annual,Natural gas,Belgium,Million cubic metres,Lithuania,2023,0.0
Annual,Natural gas,Belgium,Million cubic metres,Lithuania,2024,0.0
Annual,Natural gas,Belgium,Million cubic metres,Luxembourg,2000,0.0
Annual,Natural gas,Belgium,Million cubic metres,Luxembourg,2001,0.0
Annual,Natural gas,Belgium,Million cubic metres,Luxembourg,2002,0.0
Annual,Natural gas,Belgium,Million cubic metres,Luxembourg,2003,0.0
Annual,Natural gas,Belgium,Million cubic metres,Luxembourg,2004,0.0
Annual,Natural gas,Belgium,Million cubic metres,Luxembourg,2005,0.0
Annual,Natural gas,Belgium,Million cubic metres,Luxembourg,2006,0.0
Annual,Natural gas,Belgium,Million cubic metres,Luxembourg,2007,147.0
Annual,Natural gas,Belgium,Million cubic metres,Luxembourg,2008,141.0
Annual,Natural gas,Belgium,Million cubic metres,Luxembourg,2009,157.0
Annual,Natural gas,Belgium,Million cubic metres,Luxembourg,2010,169.0
Annual,Natural gas,Belgium,Million cubic metres,Luxembourg,2011,147.0
Annual,Natural gas,Belgium,Million cubic metres,Luxembourg,2012,150.0
Annual,Natural gas,Belgium,Million cubic metres,Luxembourg,2013,0.0
Annual,Natural gas,Belgium,Million cubic metres,Luxembourg,2014,0.0
Annual,Natural gas,Belgium,Million cubic metres,Luxembourg,2015,0.0
Annual,Natural gas,Belgium,Million cubic metres,Luxembourg,2016,0.0
Annual,Natural gas,Belgium,Million cubic metres,Luxembourg,2017,11.929
Annual,Natural gas,Belgium,Million cubic metres,Luxembourg,2018,61.125
Annual,Natural gas,Belgium,Million cubic metres,Luxembourg,2019,257.163
Annual,Natural gas,Belgium,Million cubic metres,Luxembourg,2020,132.242
Annual,Natural gas,Belgium,Million cubic metres,Luxembourg,2021,85.155
Annual,Natural gas,Belgium,Million cubic metres,Luxembourg,2022,138.138
Annual,Natural gas,Belgium,Million cubic metres,Luxembourg,2023,25.471
Annual,Natural gas,Belgium,Million cubic metres,Luxembourg,2024,17.478
Annual,Natural gas,Belgium,Million cubic metres,Hungary,2000,0.0
Annual,Natural gas,Belgium,Million cubic metres,Hungary,2001,0.0
Annual,Natural gas,Belgium,Million cubic metres,Hungary,2002,0.0
Annual,Natural gas,Belgium,Million cubic metres,Hungary,2003,0.0
Annual,Natural gas,Belgium,Million cubic metres,Hungary,2004,0.0
Annual,Natural gas,Belgium,Million cubic metres,Hungary,2005,0.0
Annual,Natural gas,Belgium,Million cubic metres,Hungary,2006,0.0
Annual,Natural gas,Belgium,Million cubic metres,Hungary,2007,0.0
Annual,Natural gas,Belgium,Million cubic metres,Hungary,2008,0.0
Annual,Natural gas,Belgium,Million cubic metres,Hungary,2009,0.0
Annual,Natural gas,Belgium,Million cubic metres,Hungary,2010,0.0
Annual,Natural gas,Belgium,Million cubic metres,Hungary,2011,0.0
Annual,Natural gas,Belgium,Million cubic metres,Hungary,2012,0.0
Annual,Natural gas,Belgium,Million cubic metres,Hungary,2013,0.0
Annual,Natural gas,Belgium,Million cubic metres,Hungary,2014,0.0
Annual,Natural gas,Belgium,Million cubic metres,Hungary,2015,0.0
Annual,Natural gas,Belgium,Million cubic metres,Hungary,2016,0.0
Annual,Natural gas,Belgium,Million cubic metres,Hungary,2017,0.0
Annual,Natural gas,Belgium,Million cubic metres,Hungary,2018,0.0
Annual,Natural gas,Belgium,Million cubic metres,Hungary,2019,0.0
Annual,Natural gas,Belgium,Million cubic metres,Hungary,2020,0.0
Annual,Natural gas,Belgium,Million cubic metres,Hungary,2021,0.0
Annual,Natural gas,Belgium,Million cubic metres,Hungary,2022,0.0
Annual,Natural gas,Belgium,Million cubic metres,Hungary,2023,0.0
Annual,Natural gas,Belgium,Million cubic metres,Hungary,2024,0.0
Annual,Natural gas,Belgium,Million cubic metres,Malta,2000,0.0
Annual,Natural gas,Belgium,Million cubic metres,Malta,2001,0.0
Annual,Natural gas,Belgium,Million cubic metres,Malta,2002,0.0
Annual,Natural gas,Belgium,Million cubic metres,Malta,2003,0.0
Annual,Natural gas,Belgium,Million cubic metres,Malta,2004,0.0
Annual,Natural gas,Belgium,Million cubic metres,Malta,2005,0.0
Annual,Natural gas,Belgium,Million cubic metres,Malta,2006,0.0
Annual,Natural gas,Belgium,Million cubic metres,Malta,2007,0.0
Annual,Natural gas,Belgium,Million cubic metres,Malta,2008,0.0
Annual,Natural gas,Belgium,Million cubic metres,Malta,2009,0.0
Annual,Natural gas,Belgium,Million cubic metres,Malta,2010,0.0
Annual,Natural gas,Belgium,Million cubic metres,Malta,2011,0.0
Annual,Natural gas,Belgium,Million cubic metres,Malta,2012,0.0
Annual,Natural gas,Belgium,Million cubic metres,Malta,2013,0.0
Annual,Natural gas,Belgium,Million cubic metres,Malta,2014,0.0
Annual,Natural gas,Belgium,Million cubic metres,Malta,2015,0.0
Annual,Natural gas,Belgium,Million cubic metres,Malta,2016,0.0
Annual,Natural gas,Belgium,Million cubic metres,Malta,2017,0.0
Annual,Natural gas,Belgium,Million cubic metres,Malta,2018,0.0
Annual,Natural gas,Belgium,Million cubic metres,Malta,2019,0.0
Annual,Natural gas,Belgium,Million cubic metres,Malta,2020,0.0
Annual,Natural gas,Belgium,Million cubic metres,Malta,2021,0.0
Annual,Natural gas,Belgium,Million cubic metres,Malta,2022,0.0
Annual,Natural gas,Belgium,Million cubic metres,Malta,2023,0.0
Annual,Natural gas,Belgium,Million cubic metres,Malta,2024,0.0
Annual,Natural gas,Belgium,Million cubic metres,Netherlands,2000,1359.0
Annual,Natural gas,Belgium,Million cubic metres,Netherlands,2001,1250.0
Annual,Natural gas,Belgium,Million cubic metres,Netherlands,2002,1831.0
Annual,Natural gas,Belgium,Million cubic metres,Netherlands,2003,2223.0
Annual,Natural gas,Belgium,Million cubic metres,Netherlands,2004,1321.0
Annual,Natural gas,Belgium,Million cubic metres,Netherlands,2005,0.0
Annual,Natural gas,Belgium,Million cubic metres,Netherlands,2006,0.0
Annual,Natural gas,Belgium,Million cubic metres,Netherlands,2007,0.0
Annual,Natural gas,Belgium,Million cubic metres,Netherlands,2008,0.0
Annual,Natural gas,Belgium,Million cubic metres,Netherlands,2009,0.0
Annual,Natural gas,Belgium,Million cubic metres,Netherlands,2010,0.0
Annual,Natural gas,Belgium,Million cubic metres,Netherlands,2011,0.0
Annual,Natural gas,Belgium,Million cubic metres,Netherlands,2012,0.0
Annual,Natural gas,Belgium,Million cubic metres,Netherlands,2013,0.0
Annual,Natural gas,Belgium,Million cubic metres,Netherlands,2014,0.0
Annual,Natural gas,Belgium,Million cubic metres,Netherlands,2015,0.0
Annual,Natural gas,Belgium,Million cubic metres,Netherlands,2016,0.0
Annual,Natural gas,Belgium,Million cubic metres,Netherlands,2017,435.853
Annual,Natural gas,Belgium,Million cubic metres,Netherlands,2018,1006.768
Annual,Natural gas,Belgium,Million cubic metres,Netherlands,2019,2178.309
Annual,Natural gas,Belgium,Million cubic metres,Netherlands,2020,1910.385
Annual,Natural gas,Belgium,Million cubic metres,Netherlands,2021,1690.812
Annual,Natural gas,Belgium,Million cubic metres,Netherlands,2022,2761.971
Annual,Natural gas,Belgium,Million cubic metres,Netherlands,2023,2733.551
Annual,Natural gas,Belgium,Million cubic metres,Netherlands,2024,1684.976
Annual,Natural gas,Belgium,Million cubic metres,Austria,2000,0.0
Annual,Natural gas,Belgium,Million cubic metres,Austria,2001,0.0
Annual,Natural gas,Belgium,Million cubic metres,Austria,2002,0.0
Annual,Natural gas,Belgium,Million cubic metres,Austria,2003,0.0
Annual,Natural gas,Belgium,Million cubic metres,Austria,2004,0.0
Annual,Natural gas,Belgium,Million cubic metres,Austria,2005,0.0
Annual,Natural gas,Belgium,Million cubic metres,Austria,2006,0.0
Annual,Natural gas,Belgium,Million cubic metres,Austria,2007,0.0
Annual,Natural gas,Belgium,Million cubic metres,Austria,2008,0.0
Annual,Natural gas,Belgium,Million cubic metres,Austria,2009,0.0
Annual,Natural gas,Belgium,Million cubic metres,Austria,2010,0.0
Annual,Natural gas,Belgium,Million cubic metres,Austria,2011,0.0
Annual,Natural gas,Belgium,Million cubic metres,Austria,2012,0.0
Annual,Natural gas,Belgium,Million cubic metres,Austria,2013,0.0
Annual,Natural gas,Belgium,Million cubic metres,Austria,2014,0.0
Annual,Natural gas,Belgium,Million cubic metres,Austria,2015,0.0
Annual,Natural gas,Belgium,Million cubic metres,Austria,2016,0.0
Annual,Natural gas,Belgium,Million cubic metres,Austria,2017,0.0
Annual,Natural gas,Belgium,Million cubic metres,Austria,2018,0.0
Annual,Natural gas,Belgium,Million cubic metres,Austria,2019,0.0
Annual,Natural gas,Belgium,Million cubic metres,Austria,2020,0.0
Annual,Natural gas,Belgium,Million cubic metres,Austria,2021,0.0
Annual,Natural gas,Belgium,Million cubic metres,Austria,2022,0.0
Annual,Natural gas,Belgium,Million cubic metres,Austria,2023,0.0
Annual,Natural gas,Belgium,Million cubic metres,Austria,2024,0.0
Annual,Natural gas,Belgium,Million cubic metres,Poland,2000,0.0
